title,mixed fandom,ships,characters,hits,kudos,published
He doesn’t want to slip,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya & Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya & Toga Himiko', 'Dabi | Todoroki Touya & League of Villains', 'Dabi | Todoroki Touya & Sako Atsuhiro | Mr. Compress', 'Bubaigawara Jin | Twice & Dabi | Todoroki Touya', 'Iguchi Shuuichi | Spinner & Shigaraki Tomura | Shimura Tenko']","['Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Toga Himiko', 'Bubaigawara Jin | Twice', 'Iguchi Shuuichi | Spinner', 'Hikiishi Kenji | Magne', 'Sako Atsuhiro | Mr. Compress']",657,59,19 Mar 2023
Pi Day!,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya & Todoroki Shouto'],"['Dabi | Todoroki Touya', 'Todoroki Shouto']",40,1,19 Mar 2023
Cattrap,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta/Chatora Yawara/Shiretoko Tomoko/Tsuchikawa Ryuuko/Sousaki Shino', 'Aizawa/Wild Wild Pussycats', 'Aizawa/Tiger/Ragdoll/Pixie-bob/Mandalay', 'Aizawa Shouta | Eraserhead/Chatora Yawara | Tiger', 'Aizawa Shouta | Eraserhead/Shiretoko Tomoko | Ragdoll', 'Aizawa Shouta | Eraserhead/Tsuchikawa Ryuuko | Pixie-bob', 'Aizawa Shouta | Eraserhead/Sousaki Shino | Mandalay', 'Sousaki Shino | Mandalay/Tsuchikawa Ryuuko | Pixie-bob', 'Chatora Yawara/Shiretoko Tomoko/Tsuchikawa Ryuuko/Sousaki Shino']","['Aizawa Shouta | Eraserhead', 'Chatora Yawara | Tiger', 'Shiretoko Tomoko | Ragdoll', 'Tsuchikawa Ryuuko | Pixie-bob', 'Sousaki Shino | Mandalay', 'Wild Wild Pussycats (My Hero Academia)']",152,1,19 Mar 2023
Hoodie,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Jirou Kyouka & MIneta Minoru', 'Jirou Kyouka/Mineta Minoru', 'Jirou Kyouka/Kaminari Denki', 'Jirou Kyouka & Kaminari Denki & Mineta Minoru', 'Class 1-A & Mineta Minoru']","['Mineta Minoru', 'Jirou Kyouka', 'Kaminari Denki', 'Midoriya Izuku', 'Uraraka Ochako', 'Aizawa Shouta | Eraserhead', 'Asui Tsuyu', 'Hagakure Tooru', 'Yaoyorozu Momo', 'Iida Tenya', 'Class 1-A (My Hero Academia)']",399,15,19 Mar 2023
Ghosts can talk if you’d listen,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi']","['Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Bakugou Katsuki', 'mentioned - Character', 'Midoriya Inko', 'Shinsou Hitoshi', 'Ashido Mina', 'Dabi | Todoroki Touya', 'Toga Himiko', 'Nezu', 'Todoroki Shouto', 'Shigaraki Tomura | Shimura Tenko', 'Uraraka Ochako', 'Kaminari Denki']",18401,880,19 Mar 2023
Is this what kids these days are into?,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead & Hatsume Mei'],"['Aizawa Shouta | Eraserhead', 'Hatsume Mei']",427,94,19 Mar 2023
photo albums,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Bakugou Mitsuki', 'Bakugou Katsuki & Bakugou Masaru & Bakugou Mitsuki', 'Bakugou Katsuki & Bakugou Masaru', 'Bakugou Katsuki & Midoriya Inko', 'Midoriya Inko & Midoriya Izuku', 'Bakugou Mitsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Midoriya Inko', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Class 1-A (My Hero Academia)']",258,29,18 Mar 2023
Dress,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku & Uraraka Ochako']","['Bakugou Katsuki', 'Midoriya Izuku', 'Uraraka Ochako']",1105,100,17 Mar 2023
Hooded Lies,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Sero Hanta/Todoroki Shouto', 'Bakugou Katsuki & Todoroki Shouto', 'Midoriya Izuku & Todoroki Shouto', 'Kaminari Denki & Sero Hanta']","['Sero Hanta', 'Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Izuku', 'Kaminari Denki']",121,7,17 Mar 2023
A Flock Fly Together,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Takami Keigo | Hawks', ""Takami Keigo | Hawks's Father"", 'Dabi | Todoroki Touya', 'Todoroki Enji | Endeavor', 'Original Characters']",717,19,17 Mar 2023
Heal Me,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Todoroki Shouto/Yaoyorozu Momo'],"['Todoroki Shouto', 'Yaoyorozu Momo']",1023,58,17 Mar 2023
what we do for each other,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku']",1404,123,17 Mar 2023
What's Your Favorite Scary Movie?,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko/Original Female Character(s)', 'Takami Keigo | Hawks/Original Female Character(s)']","['Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko', 'Takami Keigo | Hawks', 'Original Characters', 'Toga Himiko', 'Uraraka Ochako']",70,,17 Mar 2023
The Sexual Exploration of Shoto and Nejire,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Hadou Nejire/Todoroki Shouto'],"['Hadou Nejire', 'Todoroki Shouto']",1628,33,17 Mar 2023
Gauntlet Thrown,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead & Bakugou Katsuki'],"['Aizawa Shouta | Eraserhead', 'Bakugou Katsuki']",359,72,17 Mar 2023
I don’t plan on buying your love,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku/Monoma Neito', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Uraraka Ochako']","['Bakugou Katsuki', 'Midoriya Izuku']",5275,236,17 Mar 2023
To The Glass Lily and The Spider That Guards It.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Shinsou Hitoshi/Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead & Todoroki Shouto', 'Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko', 'Aizawa Shouta | Eraserhead & Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead & Takami Keigo | Hawks']","['Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Sensei | All For One', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Toga Himiko', 'Iguchi Shuuichi | Spinner', 'Hikiishi Kenji | Magne', 'Kurogiri (My Hero Academia)', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)', 'Todoroki Enji | Endeavor']",372,30,17 Mar 2023
gotta blast,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Asui Tsuyu/Uraraka Ochako', 'Jirou Kyouka/Yaoyorozu Momo', 'Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Kirishima Eijirou', 'Ashido Mina/Shiozaki Ibara', 'Haimawari Kouichi/Iida Tensei | Ingenium']","['Midoriya Izuku', 'Uraraka Ochako', 'Iida Tenya', 'Todoroki Shouto', 'Bakugou Katsuki', 'Asui Tsuyu', 'Kaminari Denki', 'Sero Hanta', 'Ashido Mina', 'Jirou Kyouka', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Tokoyami Fumikage', 'Shouji Mezou', 'Yaoyorozu Momo', 'Hagakure Tooru', 'Kirishima Eijirou', 'Ojiro Mashirao', 'Aoyama Yuuga', 'Iida Tensei | Ingenium', 'Haimawari Kouichi', 'Yagi Toshinori | All Might']",37365,2194,17 Mar 2023
How to Break a Bird,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Hakamata Tsunagu | Best Jeanist/Takami Keigo | Hawks', 'Takami Keigo | Hawks/Todoroki Enji | Endeavor']","['Hakamata Tsunagu | Best Jeanist', 'Takami Keigo | Hawks', 'Todoroki Enji | Endeavor']",606,40,17 Mar 2023
Morning Karaoke,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might'],"['Yagi Toshinori | All Might', 'Aizawa Shouta | Eraserhead']",73,4,17 Mar 2023
The Space Between Us All - Redux,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Yagi Toshinori | All Might/Original Male Character(s)', 'Yagi Toshinori | All Might/Rian Shepard | Warp Space', 'Yagi Toshinori | All Might/self insert', 'Bakugou Katsuki/Original Female Character(s)']","['Yagi Toshinori | All Might', 'Bakugou Katsuki', 'Midoriya Izuku']",121,6,17 Mar 2023
double-sided,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'established Bakugou Katsuki/Midoriya Izuku - Relationship', 'Bakugou Katsuki/Todoroki Shouto', 'Midoriya Izuku/Todoroki Shouto']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto']",4904,486,17 Mar 2023
You're what I've ached to taste,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Inko/Yagi Toshinori | All Might', 'Bakugou Masaru/Bakugou Mitsuki']","['Midoriya Izuku', 'Bakugou Katsuki', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Yagi Toshinori | All Might']",1424,126,17 Mar 2023
when melatonin hits,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Bakugou Katsuki & Kirishima Eijirou']","['Kirishima Eijirou', 'Bakugou Katsuki']",1296,85,17 Mar 2023
A simple kind of longing,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya & Todoroki Shouto'],"['Todoroki Shouto', 'Dabi | Todoroki Touya']",476,84,17 Mar 2023
How Wonderful Life Is,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Todoroki Shouto', 'Iida Tenya/Uraraka Ochako', 'Sero Hanta & Todoroki Shouto']","['Midoriya Izuku', 'Todoroki Shouto', 'Usagiyama Rumi | Miruko', 'Moashi Juuzou | Centipeder', 'Tsutsumi Kaina | Lady Nagant', 'Tobita Danjuurou | Gentle Criminal', 'Aiba Manami | La Brava', 'Todoroki Enji | Endeavor', 'Sero Hanta', 'Iida Tenya', 'Uraraka Ochako', 'Shinsou Hitoshi']",2085,183,17 Mar 2023
House of Ice and Fire,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku/Todoroki Shouto']","['Todoroki Enji | Endeavor', 'Todoroki Shouto', 'Todoroki Fuyumi', 'Todoroki Natsuo', 'Todoroki Rei', 'Original Female Character(s)', 'Original Male Character(s)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Ashido Mina', 'Kaminari Denki', 'Kirishima Eijirou', 'Iida Tenya']",351,22,15 Mar 2023
Sopping Wet Cat Actually An Underground Hero,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might'],"['Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",332,76,15 Mar 2023
Open House,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Original Female Character(s)']",1587,147,15 Mar 2023
Birds of One Feather Fuck Together,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Takami Keigo | Hawks/Todoroki Shouto', 'Dabi | Todoroki Touya/Todoroki Shouto', 'Dabi | Todoroki Touya/Takami Keigo | Hawks/Todoroki Shouto']","['Takami Keigo | Hawks', 'Todoroki Shouto', 'Dabi | Todoroki Touya', 'Todoroki Enji | Endeavor']",2193,107,15 Mar 2023
"sweet, sweet honey",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Midoriya Inko']",11661,501,15 Mar 2023
Oxygen Will Burn,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Midoriya Izuku & Yamada Hizashi | Present Mic', 'Midoriya Hisashi & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki & Kirishima Eijirou', 'Midoriya Izuku & Todoroki Shouto']","['Midoriya Izuku', 'Midoriya Inko', 'Midoriya Hisashi', 'Bakugou Katsuki', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Todoroki Shouto', 'Kirishima Eijirou', 'Jirou Kyouka', 'Shouji Mezou', 'Yaoyorozu Momo', 'Sero Hanta', 'Uraraka Ochako', 'Hagakure Tooru']",1293,83,15 Mar 2023
We're Not a House of Cards,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Masaru/Bakugou Mitsuki']","['Midoriya Izuku', 'Bakugou Katsuki', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Midoriya Inko', 'Uraraka Ochako', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Nezu', 'Ashido Mina', 'Kirishima Eijirou', 'Sero Hanta', 'Kaminari Denki']",5565,619,15 Mar 2023
